replicate,packet_count,best_candidate,best_harmonic,best_resultant_r,best_arc80,h1_resultant_r,h1_arc80,placement_failed
251,4581,logT_over_pi_h1,1,0.9991477369885694,0.017944752269569264,0.9991477369885694,0.017944752269569264,False
252,4581,logT_over_pi_h1,1,0.9991384005660386,0.018115682010586553,0.9991384005660386,0.018115682010586553,False
253,4581,logT_over_pi_h1,1,0.99914873965672,0.017931637300372394,0.99914873965672,0.017931637300372394,False
254,4581,logT_over_pi_h1,1,0.9991664548433491,0.017772281431140513,0.9991664548433491,0.017772281431140513,False
255,4581,logT_over_pi_h1,1,0.9991582395776953,0.017797743460604032,0.9991582395776953,0.017797743460604032,False
256,4581,logT_over_pi_h1,1,0.9991327222075119,0.017972653323581333,0.9991327222075119,0.017972653323581333,False
257,4581,logT_over_pi_h1,1,0.9991367770336491,0.018040218856414825,0.9991367770336491,0.018040218856414825,False
258,4581,logT_over_pi_h1,1,0.9991382992214553,0.018031037292801422,0.9991382992214553,0.018031037292801422,False
259,4581,logT_over_pi_h1,1,0.9991417895895045,0.017911219891328045,0.9991417895895045,0.017911219891328045,False
260,4581,logT_over_pi_h1,1,0.9991415388742314,0.018115436458938206,0.9991415388742314,0.018115436458938206,False
261,4581,logT_over_pi_h1,1,0.9991628205361529,0.01788257406300975,0.9991628205361529,0.01788257406300975,False
262,4581,logT_over_pi_h1,1,0.9991273398617742,0.018174743712258135,0.9991273398617742,0.018174743712258135,False
263,4581,logT_over_pi_h1,1,0.999133696631228,0.018167189865197386,0.999133696631228,0.018167189865197386,False
264,4581,logT_over_pi_h1,1,0.9991444857110022,0.01812873316729302,0.9991444857110022,0.01812873316729302,False
265,4581,logT_over_pi_h1,1,0.9991447133754829,0.017969597741611665,0.9991447133754829,0.017969597741611665,False
266,4581,logT_over_pi_h1,1,0.9991511289645744,0.018020292787182868,0.9991511289645744,0.018020292787182868,False
267,4581,logT_over_pi_h1,1,0.9991518474341059,0.01795905359155814,0.9991518474341059,0.01795905359155814,False
268,4581,logT_over_pi_h1,1,0.9991250128896352,0.01816216088836864,0.9991250128896352,0.01816216088836864,False
269,4581,logT_over_pi_h1,1,0.9991709855870771,0.01781746284916963,0.9991709855870771,0.01781746284916963,False
270,4581,logT_over_pi_h1,1,0.9991419616760847,0.017983148454397302,0.9991419616760847,0.017983148454397302,False
271,4581,logT_over_pi_h1,1,0.9991624228484169,0.01796797755640167,0.9991624228484169,0.01796797755640167,False
272,4581,logT_over_pi_h1,1,0.9991638518816692,0.017799972117358287,0.9991638518816692,0.017799972117358287,False
273,4581,logT_over_pi_h1,1,0.9991740791002738,0.017837307005580172,0.9991740791002738,0.017837307005580172,False
274,4581,logT_over_pi_h1,1,0.9991400604672135,0.018146481991537122,0.9991400604672135,0.018146481991537122,False
275,4581,logT_over_pi_h1,1,0.9991378996424308,0.018146415720817544,0.9991378996424308,0.018146415720817544,False
276,4581,logT_over_pi_h1,1,0.9991512152010342,0.017802528095431036,0.9991512152010342,0.017802528095431036,False
277,4581,logT_over_pi_h1,1,0.9991454519485286,0.01792832019367996,0.9991454519485286,0.01792832019367996,False
278,4581,logT_over_pi_h1,1,0.9991410655599041,0.018048712146976342,0.9991410655599041,0.018048712146976342,False
279,4581,logT_over_pi_h1,1,0.9991568251416584,0.017900183105354017,0.9991568251416584,0.017900183105354017,False
280,4581,logT_over_pi_h1,1,0.9991377310399998,0.018126596429762998,0.9991377310399998,0.018126596429762998,False
281,4581,logT_over_pi_h1,1,0.999144527445873,0.018157090790133168,0.999144527445873,0.018157090790133168,False
282,4581,logT_over_pi_h1,1,0.9991350317429178,0.018179271249598727,0.9991350317429178,0.018179271249598727,False
283,4581,logT_over_pi_h1,1,0.9991495601778027,0.01793550850557324,0.9991495601778027,0.01793550850557324,False
284,4581,logT_over_pi_h1,1,0.9991548724117997,0.017914300912620362,0.9991548724117997,0.017914300912620362,False
285,4581,logT_over_pi_h1,1,0.999146100231742,0.018045339583094844,0.999146100231742,0.018045339583094844,False
286,4581,logT_over_pi_h1,1,0.9991607936437602,0.017930987696607836,0.9991607936437602,0.017930987696607836,False
287,4581,logT_over_pi_h1,1,0.9991328908311599,0.018166191028520018,0.9991328908311599,0.018166191028520018,False
288,4581,logT_over_pi_h1,1,0.9991431523112275,0.018078993727939974,0.9991431523112275,0.018078993727939974,False
289,4581,logT_over_pi_h1,1,0.999143938727642,0.017983420770968372,0.999143938727642,0.017983420770968372,False
290,4581,logT_over_pi_h1,1,0.9991732608277409,0.01780597580354204,0.9991732608277409,0.01780597580354204,False
291,4581,logT_over_pi_h1,1,0.9991402168464504,0.017974709372964526,0.9991402168464504,0.017974709372964526,False
292,4581,logT_over_pi_h1,1,0.9991520704240101,0.01804028154864845,0.9991520704240101,0.01804028154864845,False
293,4581,logT_over_pi_h1,1,0.9991543249936635,0.017805086443116735,0.9991543249936635,0.017805086443116735,False
294,4581,logT_over_pi_h1,1,0.9991618192527671,0.017710925526438714,0.9991618192527671,0.017710925526438714,False
295,4581,logT_over_pi_h1,1,0.9991623417212424,0.01778540960892272,0.9991623417212424,0.01778540960892272,False
296,4581,logT_over_pi_h1,1,0.9991393528925486,0.018010834479027515,0.9991393528925486,0.018010834479027515,False
297,4581,logT_over_pi_h1,1,0.9991590546680151,0.017985536745835695,0.9991590546680151,0.017985536745835695,False
298,4581,logT_over_pi_h1,1,0.9991307811408852,0.018156242060872074,0.9991307811408852,0.018156242060872074,False
299,4581,logT_over_pi_h1,1,0.9991482486817084,0.017841075159606312,0.9991482486817084,0.017841075159606312,False
300,4581,logT_over_pi_h1,1,0.9991504232058162,0.018052489213507883,0.9991504232058162,0.018052489213507883,False
301,4581,logT_over_pi_h1,1,0.9991807699277192,0.01772346636488109,0.9991807699277192,0.01772346636488109,False
302,4581,logT_over_pi_h1,1,0.9991563047848437,0.017933243035201052,0.9991563047848437,0.017933243035201052,False
303,4581,logT_over_pi_h1,1,0.9991371278471289,0.01807100154857899,0.9991371278471289,0.01807100154857899,False
304,4581,logT_over_pi_h1,1,0.9991497533508442,0.018022774188672486,0.9991497533508442,0.018022774188672486,False
305,4581,logT_over_pi_h1,1,0.9991502539517997,0.01804366110021416,0.9991502539517997,0.01804366110021416,False
306,4581,logT_over_pi_h1,1,0.9991391511879509,0.018076216422389102,0.9991391511879509,0.018076216422389102,False
307,4581,logT_over_pi_h1,1,0.9991501562415788,0.017867547907160386,0.9991501562415788,0.017867547907160386,False
308,4581,logT_over_pi_h1,1,0.9991498696087613,0.018070745825357726,0.9991498696087613,0.018070745825357726,False
309,4581,logT_over_pi_h1,1,0.999141765652243,0.018072722915627004,0.999141765652243,0.018072722915627004,False
310,4581,logT_over_pi_h1,1,0.9991604607799772,0.01786650667456069,0.9991604607799772,0.01786650667456069,False
311,4581,logT_over_pi_h1,1,0.9991348649490194,0.018158930612099944,0.9991348649490194,0.018158930612099944,False
312,4581,logT_over_pi_h1,1,0.9991427575629255,0.01806478229514763,0.9991427575629255,0.01806478229514763,False
313,4581,logT_over_pi_h1,1,0.9991548829056964,0.01797187643459175,0.9991548829056964,0.01797187643459175,False
314,4581,logT_over_pi_h1,1,0.999137928838707,0.01785910159510884,0.999137928838707,0.01785910159510884,False
315,4581,logT_over_pi_h1,1,0.9991515901538397,0.018050438153577097,0.9991515901538397,0.018050438153577097,False
316,4581,logT_over_pi_h1,1,0.9991422708282078,0.018136692285374956,0.9991422708282078,0.018136692285374956,False
317,4581,logT_over_pi_h1,1,0.9991306746999703,0.01819444097557721,0.9991306746999703,0.01819444097557721,False
318,4581,logT_over_pi_h1,1,0.9991537185512123,0.017858887912424848,0.9991537185512123,0.017858887912424848,False
319,4581,logT_over_pi_h1,1,0.9991552167242354,0.01803811006280487,0.9991552167242354,0.01803811006280487,False
320,4581,logT_over_pi_h1,1,0.999160303273194,0.017748770459855123,0.999160303273194,0.017748770459855123,False
321,4581,logT_over_pi_h1,1,0.9991476485740396,0.018136263475681424,0.9991476485740396,0.018136263475681424,False
322,4581,logT_over_pi_h1,1,0.9991426107573065,0.018049057230038024,0.9991426107573065,0.018049057230038024,False
323,4581,logT_over_pi_h1,1,0.9991709834065416,0.017839256978485984,0.9991709834065416,0.017839256978485984,False
324,4581,logT_over_pi_h1,1,0.9991809270636599,0.01775363718226508,0.9991809270636599,0.01775363718226508,False
325,4581,logT_over_pi_h1,1,0.9991516633211867,0.018057751560240476,0.9991516633211867,0.018057751560240476,False
326,4581,logT_over_pi_h1,1,0.9991465991849292,0.017956105040821235,0.9991465991849292,0.017956105040821235,False
327,4581,logT_over_pi_h1,1,0.99915557552178,0.01769270382861521,0.99915557552178,0.01769270382861521,False
328,4581,logT_over_pi_h1,1,0.9991436704458351,0.018015622835868328,0.9991436704458351,0.018015622835868328,False
329,4581,logT_over_pi_h1,1,0.9991517406435867,0.017924496245862898,0.9991517406435867,0.017924496245862898,False
330,4581,logT_over_pi_h1,1,0.9991522278910995,0.017971109006463593,0.9991522278910995,0.017971109006463593,False
331,4581,logT_over_pi_h1,1,0.9991416493890817,0.017965877700598654,0.9991416493890817,0.017965877700598654,False
332,4581,logT_over_pi_h1,1,0.9991502316710079,0.017984815519167086,0.9991502316710079,0.017984815519167086,False
333,4581,logT_over_pi_h1,1,0.9991481632063385,0.018030838629957913,0.9991481632063385,0.018030838629957913,False
334,4581,logT_over_pi_h1,1,0.9991442037782302,0.017997377428470074,0.9991442037782302,0.017997377428470074,False
335,4581,logT_over_pi_h1,1,0.9991282892285859,0.018177221201960414,0.9991282892285859,0.018177221201960414,False
336,4581,logT_over_pi_h1,1,0.9991451780508447,0.01809655831768886,0.9991451780508447,0.01809655831768886,False
337,4581,logT_over_pi_h1,1,0.9991665724143762,0.01780884812490502,0.9991665724143762,0.01780884812490502,False
338,4581,logT_over_pi_h1,1,0.9991521147056437,0.017912876919266907,0.9991521147056437,0.017912876919266907,False
339,4581,logT_over_pi_h1,1,0.9991349592839238,0.0181298674746051,0.9991349592839238,0.0181298674746051,False
340,4581,logT_over_pi_h1,1,0.999159961355036,0.017864190211517084,0.999159961355036,0.017864190211517084,False
341,4581,logT_over_pi_h1,1,0.9991670586362691,0.017743702576304976,0.9991670586362691,0.017743702576304976,False
342,4581,logT_over_pi_h1,1,0.9991528003484177,0.01786172000841013,0.9991528003484177,0.01786172000841013,False
343,4581,logT_over_pi_h1,1,0.999132831443775,0.018171157819592665,0.999132831443775,0.018171157819592665,False
